seq,Kingdom,Phylum,Class,Order,Family,Genus,Species,Combined,Combined,46152,H,Ha,I,Ia,J,Ja,Jb,K,L,M,N,Na,P,Q,Qa
8cc2a5a7c712bb71836060897190bb02,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,midas_f_54,midas_g_2423,midas_s_2423,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_54 midas_g_2423 midas_s_2423,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_54 midas_g_2423 midas_s_2423,0.001326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77e27d0665f7fb72b2b325641b3b95ea,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,NA,NA,NA,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group NA NA NA,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group NA NA NA,0.00902041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c5285812f71ed019e28402a38c1158a,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_119476,midas_s_119476,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_119476 midas_s_119476,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_119476 midas_s_119476,0.00902041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d892477defe0f9cdd8909406acda6427,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_110563,midas_s_110563,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_110563 midas_s_110563,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_110563 midas_s_110563,0.002387756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4835c874610f20a02421b283dbe2f2b6,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_3624,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group midas_s_3624,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group midas_s_3624,0,0.007131676,0.01409642,0.0080839,0.019379308,0.023970468,0,0.039687789,0.019142803,0.028500584,0.049046019,0.057587268,0.048811739,0.09040303,0.073027554,0.110710445
9554148374cd0778fe58481a15ae48d7,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_4976,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group midas_s_4976,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group midas_s_4976,0.00344898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
081d925fdef2a04cc28b4971813f4a18,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,midas_f_55308,midas_g_55308,midas_s_55308,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_55308 midas_g_55308 midas_s_55308,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_55308 midas_g_55308 midas_s_55308,0.001326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fd363796f24ad824b1a025860c3acb40,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,midas_f_54,midas_g_4325,midas_s_117961,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_54 midas_g_4325 midas_s_117961,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_54 midas_g_4325 midas_s_117961,0.008224491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b28257e7072537ea4bb77e10e2333cc,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,midas_f_54,midas_g_4325,midas_s_4325,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_54 midas_g_4325 midas_s_4325,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_54 midas_g_4325 midas_s_4325,0.002653062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a52b829bf001efa256aeabe5472b2638,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,midas_g_2207,midas_s_2207,Bacteria Firmicutes Clostridia Caldicoprobacterales Caldicoprobacteraceae midas_g_2207 midas_s_2207,Bacteria Firmicutes Clostridia Caldicoprobacterales Caldicoprobacteraceae midas_g_2207 midas_s_2207,0.016183677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ec6941975f4e1863852cf87b9af738b2,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,midas_g_113780,midas_s_113780,Bacteria Firmicutes Clostridia Caldicoprobacterales Caldicoprobacteraceae midas_g_113780 midas_s_113780,Bacteria Firmicutes Clostridia Caldicoprobacterales Caldicoprobacteraceae midas_g_113780 midas_s_113780,0.001857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f23be2076b7f3e2088503d4841c51f06,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Gracilibacter,midas_g_669,midas_s_113719,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 midas_s_113719,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 midas_s_113719,0,0.003922422,0,0,0,0.000846017,0,0,0,0,0,0,0,0,0,0
308aa3982d3c398eaae8efce7b0803f2,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Gracilibacter,midas_g_669,NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 NA,0.066326544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6aa300d5323cbf75dc53cec3e6acb87c,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Gracilibacter,midas_g_669,NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 NA,0,0.074882595,0.081054412,0.079761148,0.05260098,0.054709069,0.052747526,0,0.029604568,0.034200701,0.017637238,0.004653517,0,0.004433073,0,0
aca43babf06d3410ce71cad5778ff102,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Gracilibacter,midas_g_669,NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 NA,0,0.044216389,0,0.0161678,0,0,0,0,0,0.005700117,0,0.01396055,0.054913207,0.036256206,0.022470017,0.044284178
f95801513925a658f6f017e67e77e9a0,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Gracilibacter,midas_g_669,NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 NA,0,0.019255524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0920f329b65647d14740b55a5052624d,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Gracilibacter,midas_g_669,NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Gracilibacter midas_g_669 NA,0,0,0.038765154,0,0,0.004794094,0,0,0.002225907,0,0.001932848,0,0,0,0,0
f687f9aecd37880d471fc69c13c4f256,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,NA,NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora NA NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora NA NA,0.016448983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fea81a0fb9031b1aa53e4dcc0334bf4,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,midas_g_2455,midas_s_101610,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_101610,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_101610,0.012204084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87c488a6467b31c46a8e05912b6a0d09,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,midas_g_2455,midas_s_101610,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_101610,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_101610,0.004244899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed583664a71759ab4da92119efb0df87,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,midas_g_2455,midas_s_2455,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_2455,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_2455,0.272469443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c9da253a23c96e308df82e07408f9f0,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,midas_g_2455,midas_s_2455,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_2455,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_2455,0.154142889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcb31c0c036636a36840c1f3341898d9,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,midas_g_2455,midas_s_3837,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_3837,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_3837,0.053061235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37a9f9625f201b6e61c29ac09ec54683,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,midas_g_94288,midas_s_99172,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_94288 midas_s_99172,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_94288 midas_s_99172,0,0.925334921,2.86862137,1.158153422,0.797320118,1.416231673,3.509261845,2.522379503,0.991641718,1.182515151,1.593874805,1.515301344,1.504011715,1.567408045,1.592562425,2.290124628
9418ffbc4dee96cca486adf8b5f5493d,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,NA,NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora NA NA,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora NA NA,0,0.027456951,0,0,0,0.017766347,0,0,0.015358761,0.023059564,0.025851842,0.023655376,0,0.012032627,0,0
6068fd60909c15a33c7dd6f3cf41a189,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Lutispora,midas_g_2455,midas_s_3837,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_3837,Bacteria Firmicutes Clostridia Gracilibacteraceae Lutispora midas_g_2455 midas_s_3837,0,0.003209254,0,0,0,0,0,0,0,0,0,0,0,0.001108268,0,0
c983ca27c4dffb6920f6059c696adbc2,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_116339,midas_s_116339,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_116339 midas_s_116339,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_116339 midas_s_116339,0.004244899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ab282a70cea4c1440512ab7820c4cad,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_51754,midas_s_51754,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_51754 midas_s_51754,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_51754 midas_s_51754,0.016714289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ba96f5208b35a9fa58a1e50271ece5c,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,midas_f_63015,midas_g_63015,midas_s_84196,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_63015 midas_g_63015 midas_s_84196,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_63015 midas_g_63015 midas_s_84196,0.073755117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88811f3c000a695490dfaba4702345a6,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,midas_f_63015,midas_g_96074,midas_s_113574,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_63015 midas_g_96074 midas_s_113574,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_63015 midas_g_96074 midas_s_113574,0.004510205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137dec98118422e728bd109bffafd4bb,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,midas_f_63015,midas_g_63015,midas_s_63015,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_63015 midas_g_63015 midas_s_63015,Bacteria Firmicutes Clostridia Clostridia_vadinBB60_group midas_f_63015 midas_g_63015 midas_s_63015,0.005836736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ff60b1660430eecb3f6b31e6f3db189,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_49834,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_49834 NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_49834 NA,0,0,0,0,0,0.001974039,0,0,0.003561452,0.004663732,0.005556938,0.011052102,0,0.004908045,0,0
3cabb3834aa4f8f1c38942df4a372056,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_7501,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_7501 NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_7501 NA,0.000265306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f00beb51dfba2712cf36ef4f05da691,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_7501,midas_s_98661,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_7501 midas_s_98661,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_7501 midas_s_98661,0.005836736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
074479d786da002e8256e36bc49904fa,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenella,midas_s_87838,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenella midas_s_87838,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenella midas_s_87838,0.002387756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d56e57f7a7e3a1b98778de802e7097d0,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0,0,0,0,0,0,0,0,0.003561452,0.015027581,0.004348908,0.002520655,0,0.003166481,0,0
ebe4386302d56ad91632ab04d8e4f2a0,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.000795919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349e5c52e64bf4223e4b96bd1aa54075,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.015918371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76ceb1ce6517ef51bfc231b0a2084eba,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.005040817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26491960a83d9ec238fcf87efff319e2,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.013795921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c412c4daad0adeb07fedba1aed394245,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.084367364,0.008558011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b4ddae050e7f8cb4e050ab8c7595731c,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.041387764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865b36b85a2b2a8cdbd204a37e088b94,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.012204084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77e62266f0403cceb7297e959f8c45ec,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0,0,0,0,0,0,0,0,0.001335544,0.004404636,0,0,0,0,0,0
0be5f4770658b90f11dc058c6006f780,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_2424,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_2424 NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_2424 NA,0.01246939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91fcd069f0c0007854a6e6d3aa7d7681,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_2424,midas_s_2424,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_2424 midas_s_2424,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_2424 midas_s_2424,0.003714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326f3a76100742d3ceb2bc49506997fc,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_2424,midas_s_3810,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_2424 midas_s_3810,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_2424 midas_s_3810,0.016714289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c147046b02be565ad186287629d4a843,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_2424,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_2424 NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_2424 NA,0.017775514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46984bc1f36f8a8835a4a7914c2502b2,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_51070,midas_s_71917,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_51070 midas_s_71917,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_51070 midas_s_71917,0,0,0,0,0,0.003384066,0,0,0,0,0.001932848,0,0,0.003799777,0,0
937806dd600ece921faa49ac16d4cdb0,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_62577,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_62577 NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_62577 NA,0,0.003209254,0,0,0,0,0,0,0,0.001813674,0,0,0,0,0,0
199c31b0eaa3d5012bbd210ced3e402f,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0,0,0,0,0,0.001128022,0,0,0,0,0,0,0,0,0,0
1955a5529e36dd42feff41354ac9ad73,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0,0,0,0.007544973,0,0,0,0,0,0,0,0,0,0,0,0
03d388b8f22b5b0c867f9fd46a649622,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0,0,0,0,0,0,0,0,0,0,0,0.000969483,0,0,0,0
923d1e7b6ceac97721615d80cf869780,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_2424,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_2424 NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_2424 NA,0.103469409,0.005348757,0,0,0,0,0,0,0,0,0,0.00445962,0,0.001741564,0,0
44292adaa0ea18b1b38d7e38695a72b1,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.055183685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b8a948ece330b43c14f1197c1813886,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.022816331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2c63d5718cf9ea95828084c3b843443,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.171653096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c02fc116dfd968c72ec176c6b121a3a,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.044040825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87e8ae9b41dbcd0ad54be2513a8f7489,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_69791,midas_s_69791,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_69791 midas_s_69791,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_69791 midas_s_69791,0.003183674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d68eb4b5245740e3dfbd0fb1133ed220,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.00902041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519b05506b5c8269406e94701c3ff01a,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0,0,0,0,0,0,0,0,0,0,0.006764968,0.00891924,0,0.007916202,0,0
cac0146ef6e3485fd6a9f6cd8f6ccb06,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.026265311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8a6710c4c8b9696b21805aa0a6d72a46,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.006897961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18b7af5d1e7696bb8cd541bdde042b51,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_51070,midas_s_97159,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_51070 midas_s_97159,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_51070 midas_s_97159,0,0.007131676,0,0,0,0.00253805,0,0,0.003784042,0.005700117,0.010389058,0.00891924,0,0.007916202,0.022470017,0
7eea950c837e9a07539bc8deadb18ccd,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_7232,midas_s_7232,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_7232 midas_s_7232,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_7232 midas_s_7232,0.004244899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487922e0c371f4e89a7e2a5415c56073,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,NA,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae NA NA,0.002918368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a372cf10657d0756778992bacff2d706,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_40543,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_40543 NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_40543 NA,0.008224491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6bb8346dab9a3a0256b22ca23f399e86,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,midas_g_40543,NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_40543 NA,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_40543 NA,0.002653062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f19effc21f49ca3bfe5e130ea113a75,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,midas_s_3365,Bacteria Firmicutes Clostridia Caldicoprobacterales Caldicoprobacteraceae Caldicoprobacter midas_s_3365,Bacteria Firmicutes Clostridia Caldicoprobacterales Caldicoprobacteraceae Caldicoprobacter midas_s_3365,0.00557143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df443df991086de26795466fa2bdd4f2,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA,Bacteria Firmicutes Clostridia NA NA NA NA,Bacteria Firmicutes Clostridia NA NA NA NA,0.02706123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6891aea14e9e48ed890aa10cc84e4d40,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA,Bacteria Firmicutes Clostridia NA NA NA NA,Bacteria Firmicutes Clostridia NA NA NA NA,0.022285719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
