Start Date,,Biomass Sample,Ins - Media,,,,,,,,,,,,,,,,Ins - Substrate Gases,H? loading,,CO? loading,,,,,,,,,Outs - Passive Waste Effluent,,,,,,,,,Outs - Gas,CH?,H?,CO?,,,,,,,CH? production,CH? production,,,,,,,H?,,,,CO?,,,,,TSS/VSS,,,,,0.795857751,Operational Info (Loxone Sensor Readings),,,,,,,,,,
5/14/2024 12:42,Days of Operation,Biomass Sample ID,Media description,Media changes,Media Influent Flow Rate (mL/min) based on scales linear projection,"pH adjustment delivery rate (mL/min) - primarily 1 M HCl, sometimes 1 M NaOH",Approximate Cl- (mg/L),Approximate Na+,Approximate K+,Media Acetate (mol/L),Media Propionate (mol/L),Media Butyrate (mol/L),Media Total VFA (mg COD/L),Media Total COD (mg/L) Hach,Media Ammonia (mol/L),Media Dissolved Inorganic Carbon (mol C/L),Media Dissolved Organic Carbon (mol C/L),Approximate Total Influent C (mol/min) based on Media recipe,H2 delivery rate setpoint (mL/min),H2 loading rate (m3h2/m2),CO2 delivery rate setpoint (mL/min),CO2 loading rate (m3co2/m2),total gas loading rate (NL/m2),H2 delivery rate (mol/min),H2 delivery rate (e-eq/min),H2 delivery (g COD/min),CO2 delivery rate (mol/min),H2:CO2 ratio,Measured Total Influent C (mol/min),Approximate Total Influent C (mol/min) based on Media recipe + gas,Effluent waste flow rate (mL/min) - measured based on HRT after Day 38.1,Waste Effluent Acetate (mol/L),Waste Effluent Propionate (mol/L),Waste Effluent Butyrate (mol/L),Waste Effluent Total VFA (mg COD/L),Waste Effluent Total COD (mg/L) Hach,Waste Effluent Ammonia (mol/L),Waste Effluent Dissolved Inorganic Carbon (mol C/L),Waste Effluent Dissolved Organic Carbon (mol C/L),Gas Flow Out (mL/min at STP),Gas Composition (% CH4),Gas Composition (% H2),Gas Composition (% CO2),CH4 Production (mL/min),CH4 Production (mol/min),H2 breakthrough (mL/min),H2 breakthrough (mol/min),CO2 breakthrough (mL/min),CO2 breakthrough (mol/min),Specific CH4 production Rate (m3/m3d) .155,Specific CH4 production Rate (NL/m2d),Waste Effluent Dissolved Inorganic Carbon (mol/min) based on sensor,Effluent C as measured (mol/min),Effluent C as biomass (mol/min),Total Effluent C (mol/min) based on MT sensors,H2 Conversion to CH4 Efficiency (%) based on CH4,H2 Conversion to CH4 Efficiency (%) based on H2 (mL/min) (qh2 in -qh2out)/qh2in,H2 conversion to CH4 efficiency (30-day rolling average),Accounted H2 (%),Unaccounted H2 (%),C gas only Conversion Efficiency to CH4 (%),CO2 conversion to CH4 efficiency (30-day rolling average),C Conversion to CH4 Efficiency (%),Accounted C (%) based on MT sensors,Unaccounted C (%) based on MT sensors,Projected Cell Yield (g/min),R-TSS,W-TSS,R-VSS,W-VSS,SRT,HRT,pH,"CO2 (mg/L, aqueous dissolved CO2)",ORP (mV),Temp ©,[H],[CO2aq],pKa1,pKa2,[HCO3-],[CO3-2],TIC
,289,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.699,0.918072,0.047006,0.034922,0.642001258,2.87E-05,0.03,1.47E-06,0.02,1.09E-06,5.28,5.87785,1.27E-06,#VALUE!,,3.10E-05,92.71%,98.81%,90.20%,93.89%,6.11%,91.58%,89.30%,89.72%,97%,3%,2.53E-03,,,,,15.78167583,2.807911462,6.981,102.509,-498.298,36.488,1.04E-07,2.33E-03,6.34,10.28,1.02E-02,5.17E-06,1.25E-02
,289.1,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.699,0.918072,0.047006,0.034922,0.642001258,2.87E-05,0.03,1.47E-06,0.02,1.09E-06,5.28,6.37134,1.22E-06,#VALUE!,,3.10E-05,92.71%,98.81%,90.18%,93.89%,6.11%,91.58%,89.28%,89.72%,97%,3%,2.53E-03,,,,,15.78167583,2.807911462,6.997,96.216,-499.243,36.028,1.01E-07,2.19E-03,6.34,10.28,9.88E-03,5.15E-06,1.21E-02
,289.2,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.699,0.918072,0.047006,0.034922,0.642001258,2.87E-05,0.03,1.47E-06,0.02,1.09E-06,5.28,6.37134,1.17E-06,#VALUE!,,3.09E-05,92.71%,98.81%,90.19%,93.89%,6.11%,91.58%,89.28%,89.72%,97%,3%,2.53E-03,,,,,15.78167583,2.807911462,7.006,90.257,-500.181,35.962,9.86E-08,2.05E-03,6.34,10.28,9.46E-03,5.03E-06,1.15E-02
,289.3,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.699,0.918072,0.047006,0.034922,0.642001258,2.87E-05,0.03,1.47E-06,0.02,1.09E-06,5.28,6.37134,1.19E-06,#VALUE!,,3.09E-05,92.71%,98.81%,90.20%,93.89%,6.11%,91.58%,89.29%,89.72%,97%,3%,2.53E-03,,,,,15.78167583,2.807911462,7.03,88.039,-501.123,36.094,9.33E-08,2.00E-03,6.34,10.28,9.76E-03,5.50E-06,1.18E-02
,289.4,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.699,0.918072,0.047006,0.034922,0.642001258,2.87E-05,0.03,1.47E-06,0.02,1.09E-06,5.28,6.37134,1.15E-06,#VALUE!,,3.09E-05,92.71%,98.81%,90.20%,93.89%,6.11%,91.58%,89.30%,89.72%,97%,3%,2.53E-03,,,,,15.78167583,2.807911462,7.039,83.773,-502.061,35.962,9.14E-08,1.90E-03,6.34,10.28,9.47E-03,5.43E-06,1.14E-02
,289.5,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.699,0.918072,0.047006,0.034922,0.642001258,2.87E-05,0.03,1.47E-06,0.02,1.09E-06,5.28,6.37134,1.12E-06,#VALUE!,,3.09E-05,92.71%,98.81%,90.21%,93.89%,6.11%,91.58%,89.30%,89.72%,97%,3%,2.53E-03,,,,,15.78167583,2.807911462,7.047,79.776,-502.998,36.225,8.97E-08,1.81E-03,6.34,10.28,9.21E-03,5.41E-06,1.10E-02
,289.6,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.699,0.918072,0.047006,0.034922,0.642001258,2.87E-05,0.03,1.47E-06,0.02,1.09E-06,5.28,6.37134,1.11E-06,#VALUE!,,3.09E-05,92.71%,98.81%,90.22%,93.89%,6.11%,91.58%,89.31%,89.72%,97%,3%,2.53E-03,,,,,15.78167583,2.807911462,7.054,78.225,-502.998,36.159,8.83E-08,1.78E-03,6.34,10.28,9.17E-03,5.47E-06,1.10E-02
,289.7,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.699,0.918072,0.047006,0.034922,0.642001258,2.87E-05,0.03,1.47E-06,0.02,1.09E-06,5.28,6.37134,1.09E-06,#VALUE!,,3.08E-05,92.71%,98.81%,90.23%,93.89%,6.11%,91.58%,89.32%,89.72%,97%,3%,2.53E-03,,,,,15.78167583,2.807911462,7.031,80.291,-502.068,36.028,9.31E-08,1.82E-03,6.34,10.28,8.92E-03,5.03E-06,1.07E-02
,289.8,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.699,0.918072,0.047006,0.034922,0.642001258,2.87E-05,0.03,1.47E-06,0.02,1.09E-06,5.28,6.37134,1.05E-06,#VALUE!,,3.08E-05,92.71%,98.81%,90.23%,93.89%,6.11%,91.58%,89.32%,89.72%,96%,4%,2.53E-03,,,,,15.78167583,2.807911462,7.022,78.573,-501.128,35.962,9.51E-08,1.79E-03,6.34,10.28,8.54E-03,4.71E-06,1.03E-02
,289.9,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.699,0.918072,0.047006,0.034922,0.642001258,2.87E-05,0.03,1.47E-06,0.02,1.09E-06,5.28,6.37134,1.02E-06,#VALUE!,,3.08E-05,92.71%,98.81%,90.24%,93.89%,6.11%,91.58%,89.33%,89.72%,96%,4%,2.53E-03,,,,,15.78167583,2.807911462,7.006,79.024,-500.171,35.766,9.86E-08,1.80E-03,6.34,10.28,8.26E-03,4.38E-06,1.01E-02
,290,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.37134,1.04E-06,#VALUE!,,2.89E-05,88.66%,98.66%,90.24%,90.00%,10.00%,87.59%,89.32%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,6.959,88.663,-494.504,35.241,1.10E-07,2.01E-03,6.35,10.29,8.27E-03,3.89E-06,1.03E-02
,290.1,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,1.05E-06,#VALUE!,,2.89E-05,88.66%,98.66%,90.22%,90.00%,10.00%,87.59%,89.31%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,6.967,88.624,-489.807,34.847,1.08E-07,2.01E-03,6.35,10.29,8.39E-03,3.99E-06,1.04E-02
,290.2,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,1.04E-06,#VALUE!,,2.89E-05,88.66%,98.66%,90.21%,90.00%,10.00%,87.59%,89.30%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,6.959,88.423,-494.526,34.65,1.10E-07,2.01E-03,6.35,10.29,8.20E-03,3.82E-06,1.02E-02
,290.3,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,1.02E-06,#VALUE!,,2.89E-05,88.66%,98.66%,90.20%,90.00%,10.00%,87.59%,89.28%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,6.969,85.707,-498.323,34.584,1.07E-07,1.95E-03,6.35,10.29,8.12E-03,3.87E-06,1.01E-02
,290.4,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,1.01E-06,#VALUE!,,2.89E-05,88.66%,98.66%,90.18%,90.00%,10.00%,87.59%,89.27%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,6.977,83.546,-499.278,34.584,1.05E-07,1.90E-03,6.35,10.29,8.07E-03,3.91E-06,9.97E-03
,290.5,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,1.01E-06,#VALUE!,,2.89E-05,88.66%,98.66%,90.17%,90.00%,10.00%,87.59%,89.25%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,6.977,83.062,-500.232,35.044,1.05E-07,1.89E-03,6.35,10.29,8.06E-03,3.94E-06,9.95E-03
,290.6,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,1.01E-06,#VALUE!,,2.89E-05,88.66%,98.66%,90.16%,90.00%,10.00%,87.59%,89.24%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,6.985,81.813,-501.167,34.978,1.04E-07,1.86E-03,6.35,10.29,8.08E-03,4.02E-06,9.94E-03
,290.7,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.99E-07,#VALUE!,,2.88E-05,88.66%,98.66%,90.14%,90.00%,10.00%,87.59%,89.23%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,6.993,79.507,-502.101,35.503,1.02E-07,1.81E-03,6.34,10.28,8.04E-03,4.12E-06,9.86E-03
,290.8,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.76E-07,#VALUE!,,2.88E-05,88.66%,98.66%,90.13%,90.00%,10.00%,87.59%,89.21%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,6.994,77.569,-502.097,35.438,1.01E-07,1.76E-03,6.34,10.28,7.86E-03,4.03E-06,9.63E-03
,290.9,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.88E-07,#VALUE!,,2.88E-05,88.66%,98.66%,90.12%,90.00%,10.00%,87.59%,89.20%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,6.993,78.474,-502.097,35.634,1.02E-07,1.78E-03,6.34,10.28,7.95E-03,4.08E-06,9.74E-03
,291,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.80E-07,#VALUE!,,2.88E-05,88.66%,98.66%,90.10%,90.00%,10.00%,87.59%,89.18%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.001,76.564,-503.035,35.897,9.98E-08,1.74E-03,6.34,10.28,7.93E-03,4.16E-06,9.67E-03
,291.1,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.33E-07,#VALUE!,,2.88E-05,88.66%,98.66%,90.09%,90.00%,10.00%,87.59%,89.17%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.009,71.71,-503.99,35.962,9.79E-08,1.63E-03,6.34,10.28,7.57E-03,4.05E-06,9.20E-03
,291.2,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.90E-07,#VALUE!,,2.88E-05,88.66%,98.66%,90.07%,90.00%,10.00%,87.59%,89.15%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.035,71.92,-504.928,36.75,9.23E-08,1.63E-03,6.34,10.27,8.13E-03,4.69E-06,9.77E-03
,291.3,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.67E-07,#VALUE!,,2.88E-05,88.66%,98.66%,90.05%,90.00%,10.00%,87.59%,89.13%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.026,71.676,-504.972,36.422,9.42E-08,1.63E-03,6.34,10.28,7.90E-03,4.44E-06,9.54E-03
,291.4,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.49E-07,#VALUE!,,2.88E-05,88.66%,98.66%,90.04%,90.00%,10.00%,87.59%,89.11%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.026,70.598,-504.981,35.962,9.42E-08,1.60E-03,6.34,10.28,7.75E-03,4.31E-06,9.35E-03
,291.5,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.82E-07,#VALUE!,,2.88E-05,88.66%,98.66%,90.02%,90.00%,10.00%,87.59%,89.10%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.026,72.541,-505.932,36.75,9.42E-08,1.65E-03,6.34,10.27,8.03E-03,4.54E-06,9.68E-03
,291.6,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.44E-07,#VALUE!,,2.88E-05,88.66%,98.66%,90.00%,90.00%,10.00%,87.59%,89.08%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.018,71.317,-504.987,35.962,9.59E-08,1.62E-03,6.34,10.28,7.68E-03,4.20E-06,9.31E-03
,291.7,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.60E-07,#VALUE!,,2.88E-05,88.66%,98.66%,89.98%,90.00%,10.00%,87.59%,89.06%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.018,72.064,-504.987,36.684,9.59E-08,1.64E-03,6.34,10.27,7.82E-03,4.34E-06,9.47E-03
,291.8,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.29E-07,#VALUE!,,2.88E-05,88.66%,98.66%,89.96%,90.00%,10.00%,87.59%,89.04%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.01,71.193,-504.987,36.094,9.77E-08,1.62E-03,6.34,10.28,7.54E-03,4.06E-06,9.16E-03
,291.9,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.11E-07,#VALUE!,,2.88E-05,88.66%,98.66%,89.95%,90.00%,10.00%,87.59%,89.02%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.01,69.908,-504.949,35.962,9.77E-08,1.59E-03,6.34,10.28,7.39E-03,3.97E-06,8.99E-03
,292,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.24E-07,#VALUE!,,2.88E-05,88.66%,98.66%,89.93%,90.00%,10.00%,87.59%,89.00%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.01,70.851,-504.949,36.028,9.77E-08,1.61E-03,6.34,10.28,7.50E-03,4.03E-06,9.11E-03
,292.1,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.26E-07,#VALUE!,,2.88E-05,88.66%,98.66%,89.92%,90.00%,10.00%,87.59%,89.00%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.01,70.535,-504.949,36.75,9.77E-08,1.60E-03,6.34,10.27,7.52E-03,4.10E-06,9.13E-03
,292.2,,Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2,,0.059221618,0.042,15382.983,323.000,221.000,,,,,,0,,,6.49E-07,2.770,27.490,0.701,6.957,34.447,1.24E-04,6.80E-04,3.17E-02,3.13E-05,3.95,3.13E-05,3.19E-05,0.101,,,,,,,,,0.661,0.929078,0.056198,0.014724,0.613971117,2.74E-05,0.04,1.66E-06,0.01,4.34E-07,5.05,6.09317,9.55E-07,#VALUE!,,2.88E-05,88.66%,98.66%,89.92%,90.00%,10.00%,87.59%,89.00%,85.80%,90%,10%,2.53E-03,,,,,15.78167583,2.807911462,7.009,72.979,-504.956,36.619,9.79E-08,1.66E-03,6.34,10.27,7.76E-03,4.20E-06,9.42E-03
